©,DESCRIPCION,CANTIDAD,UBICACION,CATALOGO,PROVEEDOR,TIPO,ENTREGADO A:,REGRESO FECHA:,WEB SITE,IMAGEN,ID
F3936014,SAINT BNAC,2,C04N03P05,SAINT BNAC,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3936-F3936014,https://static.pierrefrey.com/uploads/product/packshots/29a6fd1d-2457-4966-aad5-c0730a10bcf1/ymv0fTFaZpYaoUKnWYr1_760x570_webp.webp,MUESTRA-831
F3936015,SAINT BNAC,2,C04N03P06,SAINT BNAC,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3936-F3936015,https://static.pierrefrey.com/uploads/product/packshots/efea33c1-1456-44f7-bf20-aacbcbc55311/rg6EZK5uIDmOOQcgWz1W_760x570_webp.webp,MUESTRA-832
F3936016,SAINT BNAC,2,C04N03P06,SAINT BNAC,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3936-F3936016,https://static.pierrefrey.com/uploads/product/packshots/a3a9963c-622d-4b33-9415-34729c15508e/OZW19EVlSSqCSPZw0aCd_760x570_webp.webp,MUESTRA-833
F3936017,SAINT BNAC,2,C04N03P06,SAINT BNAC,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3936-F3936017,https://static.pierrefrey.com/uploads/product/packshots/e54ee68a-4bff-48ed-9d4c-5142a13118c4/9beOWf58CPy1LvvJKGSV_760x570_webp.webp,MUESTRA-834
F3936018,SAINT BNAC,2,C04N03P06,SAINT BNAC,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3936-F3936018,https://static.pierrefrey.com/uploads/product/packshots/2e4452d9-22c3-45f6-9b42-1eb4b5468569/ykyb9UvKw8wgE06uCKKO_760x570_webp.webp,MUESTRA-835
F3936019,SAINT BNAC,2,C04N03P06,SAINT BNAC,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3936-F3936019,https://static.pierrefrey.com/uploads/product/packshots/100c1e7f-54a5-4160-b2ff-a96ec4616bcf/AsWDzNIYtRpOqLanFipu_760x570_webp.webp,MUESTRA-836
F3936020,SAINT BNAC,2,C04N03P06,SAINT BNAC,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3936-F3936020,https://static.pierrefrey.com/uploads/product/packshots/e8750155-c6be-4319-ad3c-4f87dabbf26b/DHGdKFivfonQ2sbCQCt5_760x570_webp.webp,MUESTRA-837
F3936021,SAINT BNAC,2,C04N03P06,SAINT BNAC,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3936-F3936021,https://static.pierrefrey.com/uploads/product/packshots/c666207d-e36c-4662-b3b2-e02a2637d230/RaYRyUHxAq4WB2GnAwd2_760x570_webp.webp,MUESTRA-838
F3936022,SAINT BNAC,2,C04N03P06,SAINT BNAC,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3936-F3936022,https://static.pierrefrey.com/uploads/product/packshots/c17a1bec-2550-41bf-a4e6-2a0a266c4a1e/MCPWwnrulNTfexqbwaUj_760x570_webp.webp,MUESTRA-839
F3937001,L'arbre du voyageur,3,C04N04P01,L'arbre du voyageur,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3937-F3937001,https://static.pierrefrey.com/uploads/product/packshots/6ffcf284-495a-4e2c-89ce-5c852dfc1ccb/1U8rHdAsJVAcK5QlrBSp_760x570_webp.webp,MUESTRA-840
F3938001,SOUK,4,C04N04P01,SOUK,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3938-F3938001,https://static.pierrefrey.com/uploads/product/packshots/4d640896-acd5-4552-89bd-cdce1923f946/HbiyOQaAXQtEM1mE7gTg_760x570_webp.webp,MUESTRA-841
F3939001,Simoun,2,C04N04P01,Simoun,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3939-F3939001,https://static.pierrefrey.com/uploads/product/packshots/cb533627-4929-42e3-9ce8-5284ba807dc4/yV84LgwLzQde7YptiIp7_760x570_webp.webp,MUESTRA-842
F3940001,WADI,4,C04N04P01,WADI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3940-F3940001,https://static.pierrefrey.com/uploads/product/packshots/0d25a4f2-7411-4957-837c-1a06ab849428/GHKPnAWwYzSdXKjP0QCz_760x570_webp.webp,MUESTRA-843
F3941001,NAZCA,3,C04N04P02,NAZCA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3941-F3941001,https://static.pierrefrey.com/uploads/product/packshots/beaebc34-cf3f-4cf9-a4a1-4efaf7c8e294/9EiNou989c53tZmFfeR8_760x570_webp.webp,MUESTRA-844
F3942001,DATTIERS,2,C04N04P02,DATTIERS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3942-F3942001,https://static.pierrefrey.com/uploads/product/packshots/324388cf-d3bc-4669-817c-7f3ab4992db0/oVqTuVTOCrysFQn9htKN_760x570_webp.webp,MUESTRA-845
F3942002,DATTIERS,3,C04N04P02,DATTIERS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3942-F3942002,https://static.pierrefrey.com/uploads/product/packshots/e87e2c36-cbd0-466c-b336-7fb1cecf2f59/agxlIiTiLHn2jY2GgTtK_760x570_webp.webp,MUESTRA-846
F3943001,LALLA,3,C04N04P02,LALLA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3943-F3943001,https://static.pierrefrey.com/uploads/product/packshots/ac574225-0078-47b8-bd28-1acf0b68c046/DTTBxFuxQqRYQ6d45zoV_760x570_webp.webp,MUESTRA-847
F3943002,LALLA,3,C04N04P02,LALLA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3943-F3943002,https://static.pierrefrey.com/uploads/product/packshots/0c7f2148-3119-4272-9314-b22f23feb5fa/umnGwIqzSZCuP9J7o1s4_760x570_webp.webp,MUESTRA-848
F3943003,LALLA,3,C04N04P02,LALLA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3943-F3943003,https://static.pierrefrey.com/uploads/product/packshots/8f071112-0e5b-4e80-bd24-840d530caaa7/2xrqZnRvktrd9FChoiuL_760x570_webp.webp,MUESTRA-849
F3944001,La vallée des dragons,2,C04N04P03,La vallée des dragons,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3944-F3944001,https://static.pierrefrey.com/uploads/product/packshots/250c0cde-ef8f-46b8-9fa7-8b65d0cfb1a2/tKLFc3Db4I24JzIJ1Ggr_760x570_webp.webp,MUESTRA-850
F3945001,MEDINA,2,C04N04P03,MEDINA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3945-F3945001,https://static.pierrefrey.com/uploads/product/packshots/4d0ebf46-6dae-4715-9b77-5dc55fdd1dac/SJCrwjIbaM7iaRtV1JpM_760x570_webp.webp,MUESTRA-851
F3946001,BEDOUINS,2,C04N04P03,BEDOUINS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3946-F3946001,https://static.pierrefrey.com/uploads/product/packshots/a8e53689-83d3-407b-84f9-1180e3885803/fw7EIaWHKRf3uP8h6OKa_570x760_webp.webp,MUESTRA-852
F3947001,LES CHANT DES DUNES AQUA,2,C04N04P04,LES CHANT DES DUNES AQUA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3947-F3947001,https://static.pierrefrey.com/uploads/product/packshots/a34a088b-d202-4863-b6cb-5c7fed8a29cf/VzpHNPAHnIkiM6yya248.webp,MUESTRA-853
F3947002,LE CHANT DES DUNES SABLE ,2,C04N04P04,LE CHANT DES DUNES SABLE ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3947-F3947002,https://static.pierrefrey.com/uploads/product/packshots/7bbc0a34-f214-461b-a37a-f4d1800642a9/56Yn5lEZ6tJufvTD7lV6.webp,MUESTRA-854
F3947003,LE CHANT DES DUNES OCRE,2,C04N04P04,LE CHANT DES DUNES OCRE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3947-F3947003,https://static.pierrefrey.com/uploads/product/packshots/93f5a08c-9bc3-4203-96b0-b19ae64a8a00/OCyeLnEgqs9X1mTJZ5Yr.webp,MUESTRA-855
F3947004,LE CHANT DES DUNES SIENNE,2,C04N04P04,LE CHANT DES DUNES SIENNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3947-F3947004,https://static.pierrefrey.com/uploads/product/packshots/93f5a08c-9bc3-4203-96b0-b19ae64a8a00/OCyeLnEgqs9X1mTJZ5Yr.webp,MUESTRA-856
F3948001,HAMADA NATUREL,3,C04N04P04,HAMADA NATUREL,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3948-F3948001,https://static.pierrefrey.com/uploads/product/packshots/80df3f16-d5e7-479b-ae3f-ae561d337455/mWQBMn5H4mNAphHZz3qn.webp,MUESTRA-857
F3948002,HAMADA TERRACOTTA,2,C04N04P04,HAMADA TERRACOTTA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3948-F3948002,https://static.pierrefrey.com/uploads/product/packshots/03f4fe56-14cb-4a2f-b547-52d5bce19f1f/Oy5Bwn9Auq5iktFhPrjF_760x570_webp.webp,MUESTRA-858
F3948003,HAMADA MENTHE,2,C04N04P04,HAMADA MENTHE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3948-F3948003,https://static.pierrefrey.com/uploads/product/packshots/f710eb1b-3156-4186-ac08-3ca0f40f035e/1RpJ6SLwEAjK4N2Cvn97_760x570_webp.webp,MUESTRA-859
F3949001,ZEBREAU AQUA,2,C04N04P05,ZEBREAU AQUA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3949-F3949001,https://static.pierrefrey.com/uploads/product/packshots/5a78afa4-db04-49e4-8677-8945ca1f50bf/YMAMdTUk3s4etST9OHdE.webp,MUESTRA-860
F3949002,ZEBREAU CHATAIGHE,2,C04N04P05,ZEBREAU CHATAIGHE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3949-F3949002,https://static.pierrefrey.com/uploads/product/packshots/4988c460-0a5e-42e8-9978-352442f21a2d/FbH0ZYRPk90wACv5XtoU.webp,MUESTRA-861
F3949003,ZEBRAU FAURE,2,C04N04P05,ZEBRAU FAURE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3949-F3949003,https://static.pierrefrey.com/uploads/product/packshots/7b9f4752-db77-42fb-99cf-4acacadcaeaa/onBUzWyZNGQG2Ejo1GdJ_570x760_webp.webp,MUESTRA-862
F3950001,BRUMES CRALE,2,C04N04P05,BRUMES CRALE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3950-F3950001,https://static.pierrefrey.com/uploads/product/packshots/3cdbbd23-44a7-44b5-b4b5-4c4796e1053d/BBlqlJ72sOzf6Tc86XsC_760x570_webp.webp,MUESTRA-863
F3950002,BRUMES TOURMALINE,2,C04N04P05,BRUMES TOURMALINE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3950-F3950002,https://static.pierrefrey.com/uploads/product/packshots/6540eff6-30d4-4788-bf09-5df2e9023050/ym4IO0Xqmr7kHSQorwZQ_760x570_webp.webp,MUESTRA-864
F3950003,BRUMES SIENNE,2,C04N04P05,BRUMES SIENNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3950-F3950003,https://static.pierrefrey.com/uploads/product/packshots/27c20976-a8e1-4752-a1fb-f21bf5f53c24/1hQtYJ36o7QHhljd50a0_760x570_webp.webp,MUESTRA-865
F3950004,BRUMES AGAVE,2,C04N04P05,BRUMES AGAVE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3950-F3950004,https://static.pierrefrey.com/uploads/product/packshots/ae017256-cacf-4a59-86df-dc9f0c94748b/3WDZuNwGyBkrtIR7u1si_760x570_webp.webp,MUESTRA-866
F3952001, CAPPADOCE TERRES,2,C04N04P06, CAPPADOCE TERRES,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3952-F3952001,https://static.pierrefrey.com/uploads/product/packshots/cd86d659-750c-4320-a162-522b5e97b80b/qlkYL1TjMkS871cHWkhZ.webp,MUESTRA-867
F3952002,CAPPADOCE SOURCE,2,C04N04P06,CAPPADOCE SOURCE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3952-F3952002,https://static.pierrefrey.com/uploads/product/packshots/6617b60b-038f-4103-ba67-5e86e18f617f/FgsHX1LEzRxzq84ueOkk_760x570_webp.webp,MUESTRA-868
F3953001,AMMAN BERBERE,2,C04N04P06,AMMAN BERBERE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3953-F3953001,https://static.pierrefrey.com/uploads/product/packshots/f2957e8a-288c-4042-9c1c-98a33edfd30b/YGa4wnHOTz4QpP9Qxc3L_760x570_webp.webp,MUESTRA-869
F3954001,LA CROX DUSUD SOURCE,2,C04N04P06,LA CROX DUSUD SOURCE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3954-F3954001,https://static.pierrefrey.com/uploads/product/packshots/db96611f-9ee8-4f11-82f3-9f2415fc348d/fkCTUa6dZ1VDVyFbrmHb.webp,MUESTRA-870
F3954002,LA CROX DUSUD AGAVE,2,C04N04P06,LA CROX DUSUD AGAVE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3954-F3954002,https://static.pierrefrey.com/uploads/product/packshots/5fab7b80-8880-430b-b471-ad0b87b55ca2/Ypx5ARZ6s5eINZXVE0c6_760x570_webp.webp,MUESTRA-871
F3954003,LA CROX DUSUD OIZ,2,C04N04P06,LA CROX DUSUD OIZ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3954-F3954003,https://static.pierrefrey.com/uploads/product/packshots/2eee08db-f4b8-4788-9c37-b9d60c7d566c/KnWzekE4IU7BPKKoRbcO_760x570_webp.webp,MUESTRA-872
F3954004,LA CROX DUSUD SIENNE,2,C04N04P06,LA CROX DUSUD SIENNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3954-F3954004,https://static.pierrefrey.com/uploads/product/packshots/32a68872-3008-4b29-932f-bcaca6900121/lRKzqI59JYXPTemckI7l.webp,MUESTRA-873
F3955001,KASHBAH HORIZON,2,C04N05P02,KASHBAH HORIZON,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3955-F3955001,https://static.pierrefrey.com/uploads/product/packshots/96575b33-80f2-455d-a2be-9f36b50818da/34QhVS2j0xZjYT7hvioA.webp,MUESTRA-874
F3955002,KASBAH INDIGO,2,C04N05P02,KASBAH INDIGO,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3955-F3955002,https://static.pierrefrey.com/uploads/product/packshots/06612a4c-0603-4ee1-9cd2-d31b735d91a5/LEslqSlsTVM6hJVUy32B_760x570_webp.webp,MUESTRA-875
F3956001,SIDI GREGE,2,C04N05P02,SIDI GREGE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3956-F3956001,https://static.pierrefrey.com/uploads/product/packshots/0d1525e8-8069-497b-91f3-3677dfd9d091/6awmdhf8BPximL6kCzMf_760x570_webp.webp,MUESTRA-876
F3956002,SIDI ECORCE,2,C04N05P02,SIDI ECORCE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3956-F3956002,https://static.pierrefrey.com/uploads/product/packshots/e8b272d6-c75d-4299-b59c-6082e94c1c5f/f60gGXxUlU9qEJ0PtyxR_760x570_webp.webp,MUESTRA-877
F3956003,DSIDI GRENAT,2,C04N05P02,DSIDI GRENAT,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3956-F3956003,https://static.pierrefrey.com/uploads/product/packshots/b248adbe-8e3b-45e0-881f-ae66c777b083/PvQ6UqK4WN6w6wkyhvsX_760x570_webp.webp,MUESTRA-878
F3956004,SIDI AQUA,2,C04N05P02,SIDI AQUA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3956-F3956004,https://static.pierrefrey.com/uploads/product/packshots/9ab8f9a5-298c-4d08-8b9c-1b72221a34ce/UF1AVjm4KOvG95hgIIJD_760x570_webp.webp,MUESTRA-879
F3956005,SIDI KAKI,2,C04N05P02,SIDI KAKI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3956-F3956005,https://static.pierrefrey.com/uploads/product/packshots/1d153db8-a0f9-4bf9-8a64-657538dfe485/0FEEHjbVpk73I6b0bgyH_760x570_webp.webp,MUESTRA-880
F3957001,WAHIBA VEGETAL,2,C04N05P01,WAHIBA VEGETAL,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3957-F3957001,https://static.pierrefrey.com/uploads/product/packshots/41edb873-ba72-4d38-947a-e1f75e5f447b/aWvukbEePzIE1NMRqRRM_570x760_webp.webp,MUESTRA-881
F3959001,CONSTANTINOPLE SOUS BOIS,4,C04N05P01,CONSTANTINOPLE SOUS BOIS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3959-F3959001,https://static.pierrefrey.com/uploads/product/packshots/41edb873-ba72-4d38-947a-e1f75e5f447b/aWvukbEePzIE1NMRqRRM.webp,MUESTRA-882
F3960001,TAMARIS NATUREL ,2,C04N05P01,TAMARIS NATUREL ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3960-F3960001,https://static.pierrefrey.com/uploads/product/packshots/1a88d8a7-99d3-4f4a-862e-1dcfb0a277fb/ayP5CRk5vrSN7Hc2L0CK_760x570_webp.webp,MUESTRA-883
F3961001,LA SOURCE CHAMOIS ,3,C04N05P01,LA SOURCE CHAMOIS ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3961-F3961001,https://static.pierrefrey.com/uploads/product/packshots/b217b535-8456-43e7-9dfd-e4e71dc77ad4/foHQLKCFqCArnZi2cVVr_760x570_webp.webp,MUESTRA-884
F3961002,LA SOURCE GRAPHIQUE,3,C04N05P01,LA SOURCE GRAPHIQUE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3961-F3961002,https://static.pierrefrey.com/uploads/product/packshots/e569f04c-4621-405b-aec1-2b2243a2a973/8nORXQIiXOjXrCiNfm2U_760x570_webp.webp,MUESTRA-885
F3962001,GOBI SIENNE,2,C04N05P03,GOBI SIENNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3962-F3962001,https://static.pierrefrey.com/uploads/product/packshots/35f53ede-4217-42d6-a5db-c7ed278971cf/DJHyWLBU2HO6dkscDaxd_760x570_webp.webp,MUESTRA-886
F3963001,OKAVANGO GOLD,3,C04N05P03,OKAVANGO GOLD,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3963-F3963001,https://static.pierrefrey.com/uploads/product/packshots/85e1222d-151e-40a7-8146-6439b8bed160/zpGWDbBRFZER7yGDMqvL_760x570_webp.webp,MUESTRA-887
F3963002,OKAVANGO VEGETAL ,3,C04N05P03,OKAVANGO VEGETAL ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3963-F3963002,https://static.pierrefrey.com/uploads/product/packshots/c047dfe6-4311-4dc4-a88d-d6c8c56dcfea/gV7zyqzdvVBNRVRxKXO5_760x570_webp.webp,MUESTRA-888
F3964001,AGAFAY KAKI ,2,C04N05P03,AGAFAY KAKI ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3964-F3964001,https://static.pierrefrey.com/uploads/product/packshots/acee5b10-13fe-42fc-b347-77a0b63e3bb0/2RgNnbb86EWCR4FQvXHz.webp,MUESTRA-889
F3964002,AGAFY AQUA ,2,C04N05P03,AGAFY AQUA ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3964-F3964002,https://static.pierrefrey.com/uploads/product/packshots/c386e680-bd12-4bc4-8189-f3a08a18ca75/t8NaQDR1s5rNHgtUZEc6_760x570_webp.webp,MUESTRA-890
F3964003,AGAFY TERRACOTTA,2,C04N05P03,AGAFY TERRACOTTA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3964-F3964003,https://static.pierrefrey.com/uploads/product/packshots/7ebc8976-1559-4c35-8331-3d4981162ef2/Q0PupKGJvZbiQIQqoiSC_760x570_webp.webp,MUESTRA-891
F3965001,SALTA AQUA,2,C04N05P04,SALTA AQUA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3965-F3965001,https://static.pierrefrey.com/uploads/product/packshots/8c35661c-a1a5-4a87-a4d3-1098db609b67/Ad6EO4eCcWAXB3hvvjcJ_760x570_webp.webp,MUESTRA-892
F3965002,SALTA SIENNE,2,C04N05P04,SALTA SIENNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3965-F3965002,https://static.pierrefrey.com/uploads/product/packshots/a34707b6-3a24-4675-a778-7ad7790d2802/8vjabZZzy6sUdSZJOnDF_760x570_webp.webp,MUESTRA-893
F3965003,SALTA KAKI,2,C04N05P04,SALTA KAKI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3965-F3965003,https://static.pierrefrey.com/uploads/product/packshots/fa22be67-7808-4816-9e90-1f36c3fa45d5/WrXLN1gRUcvmwWO29zHg_760x570_webp.webp,MUESTRA-894
F3965004,SALTA GREGE,2,C04N05P04,SALTA GREGE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3965-F3965004,https://static.pierrefrey.com/uploads/product/packshots/d970671a-5a25-489d-89cd-fb055111bd79/JOJWpU60TpYzKJTTXM2H_760x570_webp.webp,MUESTRA-895
F3966001,TARGI MULTICOLORE,3,C04N05P04,TARGI MULTICOLORE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3966-F3966001,https://static.pierrefrey.com/uploads/product/packshots/4569b44b-6ff9-40fc-8d09-d57b599b6dce/CQpm9QeZUUMg9APoKirN_760x570_webp.webp,MUESTRA-896
F3967001,KARAKOUM CACTUS ,2,C04N05P04,KARAKOUM CACTUS ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3967-F3967001,https://static.pierrefrey.com/uploads/product/packshots/81bdd811-3095-4b67-9621-2ddb5695a6a4/1ABWGaLYVS7cwnUgcx8G_760x570_webp.webp,MUESTRA-897
F3967002,KARAOUM SIENNE,2,C04N05P04,KARAOUM SIENNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3967-F3967002,https://static.pierrefrey.com/uploads/product/packshots/81bdd811-3095-4b67-9621-2ddb5695a6a4/1ABWGaLYVS7cwnUgcx8G_760x570_webp.webp,MUESTRA-898
F3967003,KARAKOUM TERRES,2,C04N05P04,KARAKOUM TERRES,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3967-F3967003,https://static.pierrefrey.com/uploads/product/packshots/975610bb-5e07-46d0-bc87-5ef942ba328e/MVf5BqmjPsshKl5Z904h.webp,MUESTRA-899
F3968001,CUZCO NATUREL ,3,C04N05P05,CUZCO NATUREL ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3968-F3968001,https://static.pierrefrey.com/uploads/product/packshots/35313004-0e8b-4a3f-8ec0-2ba464e565f9/crS87jXAEZh6kTDsu6fF_760x570_webp.webp,MUESTRA-900
F3971002,BAKARA CHAMOIS ,2,C04N05P05,BAKARA CHAMOIS ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3971-F3971002,https://static.pierrefrey.com/uploads/product/packshots/ffbb4268-28d4-4499-b9a0-33bf5b7db3a4/UfoVi6IDcEq7E2qX0hnm.webp,MUESTRA-901
F3971001,BAKARA GREGE,2,C04N05P05,BAKARA GREGE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3971-F3971001,https://static.pierrefrey.com/uploads/product/packshots/3491fb2e-2ad7-4bd1-afc6-3e0f69420138/tC92KRif97Jucu1iLh9W_760x570_webp.webp,MUESTRA-902
F3970001,ALFA NATURAL,2,C04N05P05,ALFA NATURAL,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3970-F3970001,https://static.pierrefrey.com/uploads/product/packshots/b6f60631-33e8-40c0-905c-71e7c503bfd8/i7FE4u9dC4rWkxXFTpKb.webp,MUESTRA-903
F3969001,SIWA HAVANE,2,C04N05P05,SIWA HAVANE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3969-F3969001,https://static.pierrefrey.com/uploads/product/packshots/da146d8b-0978-4f2e-b342-a80f432a38cc/wSMMiPF2dHyqO8oAwgJg_760x570_webp.webp,MUESTRA-904
F3978001,BOHEME CITRINI ,2,C04N05P06,BOHEME CITRINI ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3978-F3978001,https://static.pierrefrey.com/uploads/product/packshots/ddbb8642-2965-4af5-b78a-1c46410a3ad4/NfC7fSewqpHgc3azwR7X_760x570_webp.webp,MUESTRA-905
F3978002,BOHEME QUARTZ,2,C04N05P06,BOHEME QUARTZ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3978-F3978002,https://static.pierrefrey.com/uploads/product/packshots/6feabc24-6930-4af3-a43a-eab256e272f3/eUBhS4WoBf8AQ2DLU9ph_760x570_webp.webp,MUESTRA-906
F3978003,BOHEME FLUORITE ,2,C04N05P06,BOHEME FLUORITE ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3978-F3978003,https://static.pierrefrey.com/uploads/product/packshots/e1ab3772-9aa8-4588-94ed-8960b2871ebb/2AsJ3M1HgexcZkbpGdFx_760x570_webp.webp,MUESTRA-907
F3978004,BOHEME AGATE,2,C04N05P06,BOHEME AGATE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3978-F3978004,https://static.pierrefrey.com/uploads/product/packshots/b2a2299b-8012-404a-806f-6b84cda46dfa/r4jgkbBcgSiQZa4s1yOp_760x570_webp.webp,MUESTRA-908
F3980001,IZIA AZUR ,2,C04N05P06,IZIA AZUR ,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3980-F3980001,https://static.pierrefrey.com/uploads/product/packshots/d0256302-db71-4bbb-b385-e5bfa3148d82/XbfnxIM3ZWZGSTjY1OmG_760x570_webp.webp,MUESTRA-909
F3980002,IZIA PRINTEMPS,2,C04N05P06,IZIA PRINTEMPS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3980-F3980002,https://static.pierrefrey.com/uploads/product/packshots/742d2b53-74c0-4eb9-bfb3-6ecfd55b3a17/XR6Sa1lH1BJ5R5Kxa9I8_760x570_webp.webp,MUESTRA-910
F3980003,IZIA MARBRE,2,C04N05P06,IZIA MARBRE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3980-F3980003,https://static.pierrefrey.com/uploads/product/packshots/ce839650-57f1-499f-ba82-d3b57370409e/cBxZAINBrsBcLHzoH139_760x570_webp.webp,MUESTRA-911
F3980004,IZIA ARGILE,2,C04N05P06,IZIA ARGILE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3980-F3980004,https://static.pierrefrey.com/uploads/product/packshots/677f9466-ad36-4593-a0c1-540dc768b54f/5R1QcM5vbFFW6pbojf8w_760x570_webp.webp,MUESTRA-912
F3980005,IZIA EPICE,2,C04N05P06,IZIA EPICE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/en/products/F3980-F3980005,https://static.pierrefrey.com/uploads/product/packshots/bd37df1c-5ac3-4211-8618-1368e93e020c/TxF61LxcZ81RnUcbbiWC_760x570_webp.webp,MUESTRA-913
